X	Y	Koeff	ignore_this
-5340	1810	1	0
-5340	1830	1	0
-5340	1850	1	0
-5340	1870	1	0
-5340	1890	1	0
-5340	1910	1	0
-5340	1930	1	0
-5340	1950	1	0
-5340	1970	1	0
-5340	1990	1	0
-5340	2010	1	0
-5340	2030	1	0
-5340	2050	1	0
-5340	2070	1	0
-5340	2090	1	0
-5340	2110	1	0
-5340	2130	1	0
-5340	2150	1	0
-5340	2170	1	0
-5340	2190	1	0
-5340	2210	1	0
-5340	2230	1	0
-5340	2250	1	0
-5340	2270	1	0
-5340	2290	1	0
-5340	2310	1	0
-5340	2330	1	0
-5340	2350	1	0
-5340	2370	1	0
-5340	2390	1	0
-5340	2410	1	0
-5340	2430	1	0
-5340	2450	1	0
-5340	2470	1	0
-5340	2490	1	0
-5340	2510	1	0
-5340	2530	1	0
-5340	2550	1	0
-5340	2570	1	0
-5340	2590	1	0
-5340	2610	1	0
-5340	2630	1	0
-5340	2650	1	0
-5340	2670	1	0
-5340	2690	1	0
-5340	2710	1	0
-5340	2730	1	0
-5340	2750	1	0
-5340	2770	1	0
-5340	2790	1	0
-5340	2810	1	0
-5340	2830	1	0
-5340	2850	1	0
-5340	2870	1	0
-5340	2890	1	0
-5340	2910	1	0
-5340	2930	1	0
-5340	2950	1	0
-5340	2970	1	0
-5340	2990	1	0
-5340	3010	1	0
-5340	3030	1	0
-5340	3050	1	0
-5340	3070	1	0
-5340	3090	1	0
-5340	3110	1	0
-5340	3130	1	0
-5340	3150	1	0
-5340	3170	1	0
-5340	3190	1	0
-5340	3210	1	0
-5340	3230	1	0
-5340	3250	1	0
-5340	3270	1	0
-5340	3290	1	0
-5340	3310	1	0
-5340	3330	1	0
-5340	3350	1	0
-5340	3370	1	0
-5340	3390	1	0
-5340	3410	1	0
-5340	3430	1	0
-5340	3450	1	0
-5340	3470	1	0
-5340	3490	1	0
-5340	3510	1	0
-5340	3530	1	0
-5340	3550	1	0
-5340	3570	1	0
-5340	3590	1	0
-5340	3610	1	0
-5340	3630	1	0
-5340	3650	1	0
-5340	3670	1	0
-5340	3690	1	0
-5340	3710	1	0
-5340	3730	1	0
-5340	3750	1	0
-5340	3770	1	0
-5340	3790	1	0
-5340	3810	1	0
-5340	3830	1	0
-5340	3850	1	0
-5340	3870	1	0
-5340	3890	1	0
-5340	3910	1	0
-5340	3930	1	0
-5340	3950	1	0
-5340	3970	1	0
-5340	3990	1	0
-5340	4010	1	0
-5340	4030	1	0
-5340	4050	1	0
-5340	4070	1	0
-5340	4090	1	0
-5340	4110	1	0
-5340	4130	1	0
-5340	4150	1	0
-5340	4170	1	0
-5340	4190	20	0
-5340	4210	20	0
-5340	4230	20	0
-5340	4250	20	0
-5340	4270	20	0
-5340	4290	20	0
-5340	4310	20	0
-5340	4330	1	0
-5340	4350	1	0
-5340	4370	1	0
-5340	4390	1	0
-5340	4410	1	0
-5340	4430	1	0
-5340	4450	1	0
-5340	4470	1	0
-5340	4490	1	0
-5340	4510	1	0
-5340	4530	1	0
-5340	4550	1	0
-5340	4570	1	0
-5340	4590	1	0
-5340	4610	1	0
-5340	4630	1	0
-5340	4650	1	0
-5340	4670	1	0
-5340	4690	1	0
-5340	4710	1	0
-5340	4730	1	0
-5340	4750	1	0
-5340	4770	1	0
-5340	4790	1	0
-5340	4810	1	0
-5340	4830	1	0
-5340	4850	1	0
-5340	4870	1	0
-5340	4890	1	0
-5340	4910	1	0
-5340	4930	1	0
-5340	4950	1	0
-5340	4970	1	0
-5340	4990	1	0
-5340	5010	1	0
-5340	5030	1	0
-5340	5050	1	0
-5340	5070	1	0
-5340	5090	1	0
-5340	5110	1	0
-5340	5130	1	0
-5340	5150	1	0
-5340	5170	1	0
-5340	5190	1	0
-5340	5210	1	0
-5340	5230	1	0
-5340	5250	1	0
-5320	-1350	1	0
-5320	-1330	1	0
-5320	-1310	1	0
-5320	-1290	1	0
-5320	-1270	1	0
-5320	-1250	1	0
-5320	-1230	1	0
-5320	-1210	1	0
-5320	-1190	1	0
-5320	-1170	1	0
-5320	-1150	1	0
-5320	-1130	1	0
-5320	-1110	1	0
-5320	-1090	1	0
-5320	-1070	1	0
-5320	-1050	1	0
-5320	-1030	1	0
-5320	-1010	1	0
-5320	-990	1	0
-5320	-970	1	0
-5320	-950	1	0
-5320	-930	1	0
-5320	-910	1	0
-5320	-890	1	0
-5320	-870	1	0
-5320	-850	1	0
-5320	-830	1	0
-5320	-810	1	0
-5320	-790	1	0
-5320	-770	1	0
-5320	-750	1	0
-5320	-730	1	0
-5320	-710	1	0
-5320	-690	1	0
-5320	-670	1	0
-5320	-650	1	0
-5320	-630	1	0
-5320	-610	1	0
-5320	-590	1	0
-5320	-570	1	0
-5320	-550	1	0
-5320	-530	1	0
-5320	-510	1	0
-5320	-490	1	0
-5320	-470	1	0
-5320	-450	1	0
-5320	-430	1	0
-5320	-410	1	0
-5320	-390	1	0
-5320	-370	1	0
-5320	-350	1	0
-5320	-330	1	0
-5320	-310	1	0
-5320	-290	1	0
-5320	-270	1	0
-5320	-250	1	0
-5320	-230	1	0
-5320	-210	1	0
-5320	-190	1	0
-5320	-170	1	0
-5320	-150	1	0
-5320	-130	1	0
-5320	-110	1	0
-5320	-90	1	0
-5320	-70	1	0
-5320	-50	1	0
-5320	-30	1	0
-5320	-10	1	0
-5320	10	1	0
-5320	30	1	0
-5320	50	1	0
-5320	70	1	0
-5320	90	1	0
-5320	110	1	0
-5320	130	1	0
-5320	150	1	0
-5320	170	1	0
-5320	190	1	0
-5320	210	1	0
-5320	230	1	0
-5320	250	1	0
-5320	270	1	0
-5320	290	1	0
-5320	310	1	0
-5320	330	1	0
-5320	350	1	0
-5320	370	1	0
-5320	390	1	0
-5320	410	1	0
-5320	430	1	0
-5320	450	1	0
-5320	470	1	0
-5320	490	1	0
-5320	510	1	0
-5320	530	1	0
-5320	550	1	0
-5320	570	1	0
-5320	590	1	0
-5320	610	1	0
-5320	630	1	0
-5320	650	1	0
-5320	670	1	0
-5320	690	1	0
-5320	710	1	0
-5320	730	1	0
-5320	750	1	0
-5320	770	1	0
-5320	790	1	0
-5320	810	1	0
-5320	830	1	0
-5320	850	1	0
-5320	870	1	0
-5320	890	1	0
-5320	910	1	0
-5320	930	1	0
-5320	950	1	0
-5320	970	1	0
-5320	990	1	0
-5320	1010	1	0
-5320	1030	1	0
-5320	1050	1	0
-5320	1070	1	0
-5320	1090	1	0
-5320	1110	1	0
-5320	1130	1	0
-5320	1150	1	0
-5320	1170	1	0
-5320	1190	1	0
-5320	1210	1	0
-5320	1230	1	0
-5320	1250	1	0
-5320	1270	1	0
-5320	1290	1	0
-5320	1310	1	0
-5320	1330	1	0
-5320	1350	1	0
-5320	1370	1	0
-5320	1390	1	0
-5320	1410	1	0
-5320	1430	1	0
-5320	1450	1	0
-5320	1470	1	0
-5320	1490	1	0
-5320	1510	1	0
-5320	1530	1	0
-5320	1550	1	0
-5320	1570	1	0
-5320	1590	1	0
-5320	1610	1	0
-5320	1630	1	0
-5320	1650	1	0
-5320	1670	1	0
-5320	1690	1	0
-5320	1710	1	0
-5320	1730	1	0
-5320	1750	1	0
-5320	1770	1	0
-5320	1790	1	0
-5320	1810	1	0
-5320	1830	1	0
-5320	1850	1	0
-5320	1870	1	0
-5320	1890	1	0
-5320	1910	1	0
-5320	1930	1	0
-5320	1950	1	0
-5320	1970	1	0
-5320	1990	1	0
-5320	2010	1	0
-5320	2030	1	0
-5320	2050	1	0
-5320	2070	1	0
-5320	2090	1	0
-5320	2110	1	0
-5320	2130	1	0
-5320	2150	1	0
-5320	2170	1	0
-5320	2190	1	0
-5320	2210	1	0
-5320	2230	1	0
-5320	2250	1	0
-5320	2270	1	0
-5320	2290	1	0
-5320	2310	1	0
-5320	2330	1	0
-5320	2350	1	0
-5320	2370	1	0
-5320	2390	1	0
-5320	2410	1	0
-5320	2430	1	0
-5320	2450	1	0
-5320	2470	1	0
-5320	2490	1	0
-5320	2510	1	0
-5320	2530	1	0
-5320	2550	1	0
-5320	2570	1	0
-5320	2590	1	0
-5320	2610	1	0
-5320	2630	1	0
-5320	2650	1	0
-5320	2670	1	0
-5320	2690	1	0
-5320	2710	1	0
-5320	2730	1	0
-5320	2750	1	0
-5320	2770	1	0
-5320	2790	1	0
-5320	2810	1	0
-5320	2830	1	0
-5320	2850	1	0
-5320	2870	1	0
-5320	2890	1	0
-5320	2910	1	0
-5320	2930	1	0
-5320	2950	1	0
-5320	2970	1	0
-5320	2990	1	0
-5320	3010	1	0
-5320	3030	1	0
-5320	3050	1	0
-5320	3070	1	0
-5320	3090	1	0
-5320	3110	1	0
-5320	3130	1	0
-5320	3150	1	0
-5320	3170	1	0
-5320	3190	1	0
-5320	3210	1	0
-5320	3230	1	0
-5320	3250	1	0
-5320	3270	1	0
-5320	3290	1	0
-5320	3310	1	0
-5320	3330	1	0
-5320	3350	1	0
-5320	3370	1	0
-5320	3390	1	0
-5320	3410	1	0
-5320	3430	1	0
-5320	3450	1	0
-5320	3470	1	0
-5320	3490	1	0
-5320	3510	1	0
-5320	3530	1	0
-5320	3550	1	0
-5320	3570	1	0
-5320	3590	1	0
-5320	3610	1	0
-5320	3630	1	0
-5320	3650	1	0
-5320	3670	1	0
-5320	3690	1	0
-5320	3710	1	0
-5320	3730	1	0
-5320	3750	1	0
-5320	3770	1	0
-5320	3790	1	0
-5320	3810	1	0
-5320	3830	1	0
-5320	3850	1	0
-5320	3870	1	0
-5320	3890	1	0
-5320	3910	1	0
-5320	3930	1	0
-5320	3950	1	0
-5320	3970	1	0
-5320	3990	1	0
-5320	4010	1	0
-5320	4030	1	0
-5320	4050	1	0
-5320	4070	1	0
-5320	4090	1	0
-5320	4110	1	0
-5320	4130	1	0
-5320	4150	1	0
-5320	4170	20	0
-5320	4190	20	0
-5320	4210	20	0
-5320	4230	20	0
-5320	4250	20	0
-5320	4270	20	0
-5320	4290	20	0
-5320	4310	20	0
-5320	4330	20	0
-5320	4350	1	0
-5320	4370	1	0
-5320	4390	1	0
-5320	4410	1	0
-5320	4430	1	0
-5320	4450	1	0
-5320	4470	1	0
-5320	4490	1	0
-5320	4510	1	0
-5320	4530	1	0
-5320	4550	1	0
-5320	4570	1	0
-5320	4590	1	0
-5320	4610	1	0
-5320	4630	1	0
-5320	4650	1	0
-5320	4670	1	0
-5320	4690	1	0
-5320	4710	1	0
-5320	4730	1	0
-5320	4750	1	0
-5320	4770	1	0
-5320	4790	1	0
-5320	4810	1	0
-5320	4830	1	0
-5320	4850	1	0
-5320	4870	1	0
-5320	4890	1	0
-5320	4910	1	0
-5320	4930	1	0
-5320	4950	1	0
-5320	4970	1	0
-5320	4990	1	0
-5320	5010	1	0
-5320	5030	1	0
-5320	5050	1	0
-5320	5070	1	0
-5320	5090	1	0
-5320	5110	1	0
-5320	5130	1	0
-5320	5150	1	0
-5320	5170	1	0
-5320	5190	1	0
-5320	5210	1	0
-5320	5230	1	0
-5320	5250	1	0
-5300	-1350	1	0
-5300	-1330	1	0
-5300	-1310	1	0
-5300	-1290	1	0
-5300	-1270	1	0
-5300	-1250	1	0
-5300	-1230	1	0
-5300	-1210	1	0
-5300	-1190	1	0
-5300	-1170	1	0
-5300	-1150	1	0
-5300	-1130	1	0
-5300	-1110	1	0
-5300	-1090	1	0
-5300	-1070	1	0
-5300	-1050	1	0
-5300	-1030	1	0
-5300	-1010	1	0
-5300	-990	1	0
-5300	-970	1	0
-5300	-950	1	0
-5300	-930	1	0
-5300	-910	1	0
-5300	-890	1	0
-5300	-870	1	0
-5300	-850	1	0
-5300	-830	1	0
-5300	-810	1	0
-5300	-790	1	0
-5300	-770	1	0
-5300	-750	1	0
-5300	-730	1	0
-5300	-710	1	0
-5300	-690	1	0
-5300	-670	1	0
-5300	-650	1	0
-5300	-630	1	0
-5300	-610	1	0
-5300	-590	1	0
-5300	-570	1	0
-5300	-550	1	0
-5300	-530	1	0
-5300	-510	1	0
-5300	-490	1	0
-5300	-470	1	0
-5300	-450	1	0
-5300	-430	1	0
-5300	-410	1	0
-5300	-390	1	0
-5300	-370	1	0
-5300	-350	1	0
-5300	-330	1	0
-5300	-310	1	0
-5300	-290	1	0
-5300	-270	1	0
-5300	-250	1	0
-5300	-230	1	0
-5300	-210	1	0
-5300	-190	1	0
-5300	-170	1	0
-5300	-150	1	0
-5300	-130	1	0
-5300	-110	1	0
-5300	-90	1	0
-5300	-70	1	0
-5300	-50	1	0
-5300	-30	1	0
-5300	-10	1	0
-5300	10	1	0
-5300	30	1	0
-5300	50	1	0
-5300	70	1	0
-5300	90	1	0
-5300	110	1	0
-5300	130	1	0
-5300	150	1	0
-5300	170	1	0
-5300	190	1	0
-5300	210	1	0
-5300	230	1	0
-5300	250	1	0
-5300	270	1	0
-5300	290	1	0
-5300	310	1	0
-5300	330	1	0
-5300	350	1	0
-5300	370	1	0
-5300	390	1	0
-5300	410	1	0
-5300	430	1	0
-5300	450	1	0
-5300	470	1	0
-5300	490	1	0
-5300	510	1	0
-5300	530	1	0
-5300	550	1	0
-5300	570	1	0
-5300	590	1	0
-5300	610	1	0
-5300	630	1	0
-5300	650	1	0
-5300	670	1	0
-5300	690	1	0
-5300	710	1	0
-5300	730	1	0
-5300	750	1	0
-5300	770	1	0
-5300	790	1	0
-5300	810	1	0
-5300	830	1	0
-5300	850	1	0
-5300	870	1	0
-5300	890	1	0
-5300	910	1	0
-5300	930	1	0
-5300	950	1	0
-5300	970	1	0
-5300	990	1	0
-5300	1010	20	0
-5300	1030	20	0
-5300	1050	20	0
-5300	1070	20	0
-5300	1090	20	0
-5300	1110	1	0
-5300	1130	1	0
-5300	1150	1	0
-5300	1170	1	0
-5300	1190	1	0
-5300	1210	1	0
-5300	1230	1	0
-5300	1250	1	0
-5300	1270	1	0
-5300	1290	1	0
-5300	1310	1	0
-5300	1330	1	0
-5300	1350	1	0
-5300	1370	1	0
-5300	1390	1	0
-5300	1410	1	0
-5300	1430	1	0
-5300	1450	1	0
-5300	1470	1	0
-5300	1490	1	0
-5300	1510	1	0
-5300	1530	1	0
-5300	1550	1	0
-5300	1570	1	0
-5300	1590	1	0
-5300	1610	1	0
-5300	1630	1	0
-5300	1650	1	0
-5300	1670	1	0
-5300	1690	1	0
-5300	1710	1	0
-5300	1730	1	0
-5300	1750	1	0
-5300	1770	1	0
-5300	1790	1	0
-5300	1810	1	0
-5300	1830	1	0
-5300	1850	1	0
-5300	1870	1	0
-5300	1890	1	0
-5300	1910	1	0
-5300	1930	1	0
-5300	1950	1	0
-5300	1970	1	0
-5300	1990	1	0
-5300	2010	1	0
-5300	2030	1	0
-5300	2050	1	0
-5300	2070	1	0
-5300	2090	1	0
-5300	2110	1	0
-5300	2130	1	0
-5300	2150	1	0
-5300	2170	1	0
-5300	2190	1	0
-5300	2210	1	0
-5300	2230	1	0
-5300	2250	1	0
-5300	2270	1	0
-5300	2290	1	0
-5300	2310	1	0
-5300	2330	1	0
-5300	2350	1	0
-5300	2370	1	0
-5300	2390	1	0
-5300	2410	1	0
-5300	2430	1	0
-5300	2450	1	0
-5300	2470	1	0
-5300	2490	1	0
-5300	2510	1	0
-5300	2530	1	0
-5300	2550	1	0
-5300	2570	1	0
-5300	2590	1	0
-5300	2610	1	0
-5300	2630	1	0
-5300	2650	1	0
-5300	2670	1	0
-5300	2690	1	0
-5300	2710	1	0
-5300	2730	1	0
-5300	2750	1	0
-5300	2770	1	0
-5300	2790	1	0
-5300	2810	1	0
-5300	2830	1	0
-5300	2850	1	0
-5300	2870	1	0
-5300	2890	1	0
-5300	2910	1	0
-5300	2930	1	0
-5300	2950	1	0
-5300	2970	1	0
-5300	2990	1	0
-5300	3010	1	0
-5300	3030	1	0
-5300	3050	1	0
-5300	3070	1	0
-5300	3090	1	0
-5300	3110	1	0
-5300	3130	1	0
-5300	3150	1	0
-5300	3170	1	0
-5300	3190	1	0
-5300	3210	1	0
-5300	3230	1	0
-5300	3250	1	0
-5300	3270	1	0
-5300	3290	1	0
-5300	3310	1	0
-5300	3330	1	0
-5300	3350	1	0
-5300	3370	1	0
-5300	3390	1	0
-5300	3410	1	0
-5300	3430	1	0
-5300	3450	1	0
-5300	3470	1	0
-5300	3490	1	0
-5300	3510	1	0
-5300	3530	1	0
-5300	3550	1	0
-5300	3570	1	0
-5300	3590	1	0
-5300	3610	1	0
-5300	3630	1	0
-5300	3650	1	0
-5300	3670	1	0
-5300	3690	1	0
-5300	3710	1	0
-5300	3730	1	0
-5300	3750	1	0
-5300	3770	1	0
-5300	3790	1	0
-5300	3810	1	0
-5300	3830	1	0
-5300	3850	1	0
-5300	3870	1	0
-5300	3890	1	0
-5300	3910	1	0
-5300	3930	1	0
-5300	3950	1	0
-5300	3970	1	0
-5300	3990	1	0
-5300	4010	1	0
-5300	4030	1	0
-5300	4050	1	0
-5300	4070	1	0
-5300	4090	1	0
-5300	4110	1	0
-5300	4130	1	0
-5300	4150	1	0
-5300	4170	20	0
-5300	4190	20	0
-5300	4210	20	0
-5300	4230	20	0
-5300	4250	20	0
-5300	4270	20	0
-5300	4290	20	0
-5300	4310	20	0
-5300	4330	20	0
-5300	4350	1	0
-5300	4370	1	0
-5300	4390	1	0
-5300	4410	1	0
-5300	4430	1	0
-5300	4450	1	0
-5300	4470	1	0
-5300	4490	1	0
-5300	4510	1	0
-5300	4530	1	0
-5300	4550	1	0
-5300	4570	1	0
-5300	4590	1	0
-5300	4610	1	0
-5300	4630	1	0
-5300	4650	1	0
-5300	4670	1	0
-5300	4690	1	0
-5300	4710	1	0
-5300	4730	1	0
-5300	4750	1	0
-5300	4770	1	0
-5300	4790	1	0
-5300	4810	1	0
-5300	4830	1	0
-5300	4850	1	0
-5300	4870	1	0
-5300	4890	1	0
-5300	4910	1	0
-5300	4930	1	0
-5300	4950	1	0
-5300	4970	1	0
-5300	4990	1	0
-5300	5010	1	0
-5300	5030	1	0
-5300	5050	1	0
-5300	5070	1	0
-5300	5090	1	0
-5300	5110	1	0
-5300	5130	1	0
-5300	5150	1	0
-5300	5170	1	0
-5300	5190	1	0
-5300	5210	1	0
-5300	5230	1	0
-5300	5250	1	0
-5280	-1350	1	0
-5280	-1330	1	0
-5280	-1310	1	0
-5280	-1290	1	0
-5280	-1270	1	0
-5280	-1250	1	0
-5280	-1230	1	0
-5280	-1210	1	0
-5280	-1190	1	0
-5280	-1170	1	0
-5280	-1150	1	0
-5280	-1130	1	0
-5280	-1110	1	0
-5280	-1090	1	0
-5280	-1070	1	0
-5280	-1050	1	0
-5280	-1030	1	0
-5280	-1010	1	0
-5280	-990	1	0
-5280	-970	1	0
-5280	-950	1	0
-5280	-930	1	0
-5280	-910	1	0
-5280	-890	1	0
-5280	-870	1	0
-5280	-850	1	0
-5280	-830	1	0
-5280	-810	1	0
-5280	-790	1	0
-5280	-770	1	0
-5280	-750	1	0
-5280	-730	1	0
-5280	-710	1	0
-5280	-690	1	0
-5280	-670	1	0
-5280	-650	1	0
-5280	-630	1	0
-5280	-610	1	0
-5280	-590	1	0
-5280	-570	1	0
-5280	-550	1	0
-5280	-530	1	0
-5280	-510	1	0
-5280	-490	1	0
-5280	-470	1	0
-5280	-450	1	0
-5280	-430	1	0
-5280	-410	1	0
-5280	-390	1	0
-5280	-370	1	0
-5280	-350	1	0
-5280	-330	1	0
-5280	-310	1	0
-5280	-290	1	0
-5280	-270	1	0
-5280	-250	1	0
-5280	-230	1	0
-5280	-210	1	0
-5280	-190	1	0
-5280	-170	1	0
-5280	-150	1	0
-5280	-130	1	0
-5280	-110	1	0
-5280	-90	1	0
-5280	-70	1	0
-5280	-50	1	0
-5280	-30	1	0
-5280	-10	1	0
-5280	10	1	0
-5280	30	1	0
-5280	50	1	0
-5280	70	1	0
-5280	90	1	0
-5280	110	1	0
-5280	130	1	0
-5280	150	1	0
-5280	170	1	0
-5280	190	1	0
-5280	210	1	0
-5280	230	1	0
-5280	250	1	0
-5280	270	1	0
-5280	290	1	0
-5280	310	1	0
-5280	330	1	0
-5280	350	1	0
-5280	370	1	0
-5280	390	1	0
-5280	410	1	0
-5280	430	1	0
-5280	450	1	0
-5280	470	1	0
-5280	490	1	0
-5280	510	1	0
-5280	530	1	0
-5280	550	1	0
-5280	570	1	0
-5280	590	1	0
-5280	610	1	0
-5280	630	1	0
-5280	650	1	0
-5280	670	1	0
-5280	690	1	0
-5280	710	1	0
-5280	730	1	0
-5280	750	1	0
-5280	770	1	0
-5280	790	1	0
-5280	810	1	0
-5280	830	1	0
-5280	850	1	0
-5280	870	1	0
-5280	890	1	0
-5280	910	1	0
-5280	930	1	0
-5280	950	1	0
-5280	970	1	0
-5280	990	20	0
-5280	1010	20	0
-5280	1030	20	0
-5280	1050	20	0
-5280	1070	20	0
-5280	1090	20	0
-5280	1110	20	0
-5280	1130	1	0
-5280	1150	1	0
-5280	1170	1	0
-5280	1190	1	0
-5280	1210	1	0
-5280	1230	1	0
-5280	1250	1	0
-5280	1270	1	0
-5280	1290	1	0
-5280	1310	1	0
-5280	1330	1	0
-5280	1350	1	0
-5280	1370	1	0
-5280	1390	1	0
-5280	1410	1	0
-5280	1430	1	0
-5280	1450	1	0
-5280	1470	1	0
-5280	1490	1	0
-5280	1510	1	0
-5280	1530	1	0
-5280	1550	1	0
-5280	1570	1	0
-5280	1590	1	0
-5280	1610	1	0
-5280	1630	1	0
-5280	1650	1	0
-5280	1670	1	0
-5280	1690	1	0
-5280	1710	1	0
-5280	1730	1	0
-5280	1750	1	0
-5280	1770	1	0
-5280	1790	1	0
-5280	1810	1	0
-5280	1830	1	0
-5280	1850	1	0
-5280	1870	1	0
-5280	1890	1	0
-5280	1910	1	0
-5280	1930	1	0
-5280	1950	1	0
-5280	1970	1	0
-5280	1990	1	0
-5280	2010	1	0
-5280	2030	1	0
-5280	2050	1	0
-5280	2070	1	0
-5280	2090	1	0
-5280	2110	1	0
-5280	2130	1	0
-5280	2150	1	0
-5280	2170	1	0
-5280	2190	1	0
-5280	2210	1	0
-5280	2230	1	0
-5280	2250	1	0
-5280	2270	1	0
-5280	2290	1	0
-5280	2310	1	0
-5280	2330	1	0
-5280	2350	1	0
-5280	2370	1	0
-5280	2390	1	0
-5280	2410	1	0
-5280	2430	1	0
-5280	2450	1	0
-5280	2470	1	0
-5280	2490	1	0
-5280	2510	1	0
-5280	2530	1	0
-5280	2550	1	0
-5280	2570	1	0
-5280	2590	1	0
-5280	2610	1	0
-5280	2630	1	0
-5280	2650	1	0
-5280	2670	1	0
-5280	2690	1	0
-5280	2710	1	0
-5280	2730	1	0
-5280	2750	1	0
-5280	2770	1	0
-5280	2790	1	0
-5280	2810	1	0
-5280	2830	1	0
-5280	2850	1	0
-5280	2870	1	0
-5280	2890	1	0
-5280	2910	1	0
-5280	2930	1	0
-5280	2950	1	0
-5280	2970	1	0
-5280	2990	1	0
-5280	3010	1	0
-5280	3030	1	0
-5280	3050	1	0
-5280	3070	1	0
-5280	3090	1	0
-5280	3110	1	0
-5280	3130	1	0
-5280	3150	1	0
-5280	3170	1	0
-5280	3190	1	0
-5280	3210	1	0
-5280	3230	1	0
-5280	3250	1	0
-5280	3270	1	0
-5280	3290	1	0
-5280	3310	1	0
-5280	3330	1	0
-5280	3350	1	0
-5280	3370	1	0
-5280	3390	1	0
-5280	3410	1	0
-5280	3430	1	0
-5280	3450	1	0
-5280	3470	1	0
-5280	3490	1	0
-5280	3510	1	0
-5280	3530	1	0
-5280	3550	1	0
-5280	3570	1	0
-5280	3590	1	0
-5280	3610	1	0
-5280	3630	1	0
-5280	3650	1	0
-5280	3670	1	0
-5280	3690	1	0
-5280	3710	1	0
-5280	3730	1	0
-5280	3750	1	0
-5280	3770	1	0
-5280	3790	1	0
-5280	3810	1	0
-5280	3830	1	0
-5280	3850	1	0
-5280	3870	1	0
-5280	3890	1	0
-5280	3910	1	0
-5280	3930	1	0
-5280	3950	1	0
-5280	3970	1	0
-5280	3990	1	0
-5280	4010	1	0
-5280	4030	1	0
-5280	4050	1	0
-5280	4070	1	0
-5280	4090	1	0
-5280	4110	1	0
-5280	4130	1	0
-5280	4150	1	0
-5280	4170	20	0
-5280	4190	20	0
-5280	4210	20	0
-5280	4230	20	0
-5280	4250	20	0
-5280	4270	20	0
-5280	4290	20	0
-5280	4310	20	0
-5280	4330	20	0
-5280	4350	1	0
-5280	4370	1	0
-5280	4390	1	0
